category,name,parent,body_md,source,tags
race,"Tiefling, Zariel",Tiefling,"## Tiefling, Zariel

*Medium | Speed 30 ft.*

**Ability Score Increases:** STR +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Mordenkainen's Tome of Foes*",Mordenkainen's Tome of Foes,race;medium;mtf
feat,Tireless Reveler,,"## Tireless Reveler

**Prerequisite:** None

When an ally you can see within 60 feet of yourself expends Heroic Inspiration|XPHB, you can gain Heroic Inspiration|XPHB if you lack it. You can use this benefit a number of times equal to your Proficiency|XPHB|Proficiency Bonus, and you regain all expended uses when you finish a Short Rest|XPHB|Short or Long Rest|XPHB.

*Source: ABH*",ABH,feat;abh
race,Tortle,,"## Tortle

*Medium | Speed 30 ft.*

**Ability Score Increases:** STR +2, WIS +1

### Racial Traits

The Tortle Package is considered part of Xanathar's Guide to Everything for Adventurers League character creation.

**Age.** Young tortles crawl for a few weeks after birth before learning to walk on two legs. They reach adulthood by the age of 15 and live an average of 50 years.

**Alignment.** Tortles tend to lead orderly, ritualistic lives. They develop customs and routines, becoming more set in their ways as they age. Most are lawful good. A few can be selfish and greedy, tending more toward evil, but it's unusual for a tortle to shuck off order in favor of chaos.

**Size.** Tortle adults stand 5 to 6 feet tall and average 450 pounds. Their shells account for roughly one-third of their weight. Your size is Medium.

**Claws.** Your claws are natural weapons, which you can use to make unarmed strikes. If you hit with them, you deal slashing damage equal to 1d4 + your Strength modifier, instead of bludgeoning damage normal for an unarmed strike.

**Hold Breath.** You can hold your breath for up to 1 hour at a time. Tortles aren't natural swimmers, but they can remain underwater for some time before needing to come up for air.

**Natural Armor.** Due to your shell and the shape of your body, you are ill-suited to wearing armor. Your shell provides ample protection, however; it gives you a base AC of 17 (your Dexterity modifier doesn't affect this number). You gain no benefit from wearing armor, but if you are using a shield, you can apply the shield's bonus as normal.

**Shell Defense.** You can withdraw into your shell as an action. Until you emerge, you gain a +4 bonus to AC, and you have advantage on Strength and Constitution saving throws. While in your shell, you are prone, your speed is 0 and can't increase, you have disadvantage on Dexterity saving throws, you can't take reactions, and the only action you can take is a bonus action to emerge from your shell.

**Survival Instinct.** You gain proficiency in the Survival skill. Tortles have finely honed survival instincts.

**Languages.** You can speak, read, and write Aquan and Common.

**Languages:** Common

*Source: The Tortle Package*",The Tortle Package,race;medium;the
subclass,Totem,Barbarian,"## Totem
*Barbarian Subclass*


*Source: PHB or SCAG*",PHB or SCAG,subclass;barbarian;phb
feat,Touch of Death,,"## Touch of Death

**Prerequisite:** None

Deathly power resides within you, bursting out at the slightest provocation. You gain the following features.

**Death Touch.** You learn the XPHB spell and can cast it without spell components. Necrotic damage you deal with this spell ignores XPHB. Intelligence, Wisdom, or Charisma is your spellcasting ability for this spell (choose when you select this feat).

**Pull of the Grave.** You have Disadvantage|XPHB on Death Saving Throw|XPHB|Death Saving Throws.

*Source: RHW*",RHW,feat;rhw
feat,Tough,,"## Tough

**Prerequisite:** None

Your hit point maximum increases by an amount equal to twice your level when you gain this feat. Whenever you gain a level thereafter, your hit point maximum increases by an additional 2 hit points.

*Source: PHB*",PHB,feat;phb
feat,Tough,,"## Tough

**Prerequisite:** None

Your Hit Points|XPHB|Hit Point maximum increases by an amount equal to twice your character level when you gain this feat. Whenever you gain a character level thereafter, your Hit Points|XPHB|Hit Point maximum increases by an additional 2 Hit Points|XPHB.

*Source: XPHB*",XPHB,feat;xphb
background,Trade Sheriff,,"## Trade Sheriff

**Skill Proficiencies:** Investigation, Persuasion
**Tool Proficiencies:** Thieves' tools

*Source: RoD(AL)*",RoD(AL),background;rod
subclass,Tranquility,Monk,"## Tranquility
*Monk Subclass*


*Source: UA:Monk*",UA:Monk,subclass;monk;ua
subclass,Transmutation,Wizard,"## Transmutation
*Wizard Subclass*


*Source: PHB*",PHB,subclass;wizard;phb
feat,Treacherous Allure,,"## Treacherous Allure

**Prerequisite:** None

You gain the following benefits.

**Enchanting Presence.** You always have the XPHB spell prepared. You can cast it without a spell slot, and you must finish a Long Rest|XPHB before you can cast it in this way again. You can also cast it using spell slots you have of the appropriate level. Your spellcasting ability for the spell is the ability increased by this feat.

**Inevitable Betrayal.** You have Advantage|XPHB on attack rolls against creatures with the XPHB condition.

*Source: ABH*",ABH,feat;abh
subclass,Treachery,Paladin,"## Treachery
*Paladin Subclass*


*Source: UA:Paladin*",UA:Paladin,subclass;paladin;ua
subclass,Trickery,Cleric,"## Trickery
*Cleric Subclass*


*Source: PHB*",PHB,subclass;cleric;phb
race,Triton,,"## Triton

*Medium | Speed 30 ft.*

**Ability Score Increases:** STR +1, CON +1, CHA +1

### Racial Traits


**Age.** Tritons reach maturity around age 15 and can live up to 200 years.

**Size.** Tritons are slightly shorter than humans, averaging about 5 feet tall. Your size is Medium.

**Swim Speed.** You have a swimming speed of 30 feet.

**Amphibious.** You can breathe air and water.

**Control Air and Water.** A child of the sea, you can call on the magic of elemental air and water. You can cast fog cloud with this trait. Starting at 3rd level, you can cast gust of wind with it, and starting at 5th level, you can also cast xge with it. Once you cast a spell with this trait, you can't cast that spell with it again until you finish a long rest. Charisma is your spellcasting ability for these spells.

**Darkvision.** You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

**Emissary of the Sea.** Aquatic beasts have an extraordinary affinity with your people. You can communicate simple ideas with beasts that can breathe water. They can understand the meaning of your words, though you have no special ability to understand them in return.

**Guardians of the Depths.** Adapted to even the most extreme ocean depths, you have resistance to cold damage.

**Languages.** You can speak, read, and write Common and Primordial.

**Languages:** Common

*Source: Volo's Guide to Monsters*",Volo's Guide to Monsters,race;medium;vgm
subclass,Twilight,Druid,"## Twilight
*Druid Subclass*


*Source: UA:Driud*",UA:Driud,subclass;druid;ua
feat,Two-Weapon Fighting,,"## Two-Weapon Fighting

**Prerequisite:** None

When you make an extra attack as a result of using a weapon that has the L|XPHB|Light property, you can add your ability modifier to the damage of that attack if you aren't already adding it to the damage.

*Source: XPHB*",XPHB,feat;xphb
feat,Tyro of the Gauntlet,,"## Tyro of the Gauntlet

**Prerequisite:** None

You gain the following benefits.

**Stand as One.** When an ally within 5 feet of you is subjected to an effect that would push or pull it, you can take a Reaction|XPHB to prevent that ally from being pushed or pulled. To receive this benefit, the ally can't have the XPHB condition.

**Vigilant.** When you take the XPHB action, the next attack roll made against you has Disadvantage|XPHB before the start of your next turn.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Unarmed Fighting,,"## Unarmed Fighting

**Prerequisite:** None

When you hit with your Unarmed Strike|XPHB and deal damage, you can deal Bludgeoning damage equal to 1d6 plus your Strength modifier instead of the normal damage of an Unarmed Strike|XPHB. If you aren't holding any weapons or a XPHB when you make the attack roll, the d6 becomes a d8.
At the start of each of your turns, you can deal 1d4 Bludgeoning damage to one creature XPHB by you.

*Source: XPHB*",XPHB,feat;xphb
subclass,Undying,Warlock,"## Undying
*Warlock Subclass*


*Source: SCAG*",SCAG,subclass;warlock;scag
background,Urban Bounty Hunter,,"## Urban Bounty Hunter

**Skill Proficiencies:** Choose 2: deception, Insight, Persuasion, Stealth
**Tool Proficiencies:** Choose 2: gaming set , musical instrument , thieves' tools

### Feature: Ear to the Ground

You are in frequent contact with people in the segment of society that your chosen quarries move through. These people might be associated with the criminal underworld, the rough-and-tumble folk of the streets, or members of high society. This connection comes in the form of a contact in any city you visit, a person who provides information about the people and places of the local area.

*Source: SCAG*",SCAG,background;scag
background,Urchin,,"## Urchin

**Skill Proficiencies:** Sleight of hand, Stealth
**Tool Proficiencies:** Disguise kit, thieves' tools

### Feature: City Secrets

You know the secret patterns and flow to cities and can find passages through the urban sprawl that others would miss. When you are not in combat, you (and companions you lead) can travel between any two locations in the city twice as fast as your speed would normally allow.

*Source: PHB*",PHB,background;phb
background,Uthgardt Tribe Member,,"## Uthgardt Tribe Member

**Skill Proficiencies:** Athletics, Survival
**Tool Proficiencies:** Choose 1: artisan's tools , musical instrument
**Languages:** 1 of your choice

### Feature: Uthgardt Heritage

You have an excellent knowledge of not only your tribe's territory, but also the terrain and natural resources of the rest of the North. You are familiar enough with any wilderness area that you can find twice as much food and water as you normally would when you forage there.
Additionally, you can call upon the hospitality of your people, and those allied with your tribe, often including members of the druid circles, tribes of nomadic elves, the Harpers, and the priesthoods devoted to the gods of the First Circle.

*Source: SCAG*",SCAG,background;scag
subclass,Valor,Bard,"## Valor
*Bard Subclass*


*Source: PHB*",PHB,subclass;bard;phb
feat,Vampire Hunter,,"## Vampire Hunter

**Prerequisite:** None

You gain the following benefits.

**Adroit Escape.** You have Advantage|XPHB on checks to escape from nonmagical restraints or the XPHB condition.

**Vitality Ward.** When you take Necrotic damage, you can take a Reaction|XPHB to mitigate the damage. Roll a number of d6s equal to your Proficiency|XPHB|Proficiency Bonus, and add them together. Reduce the Necrotic damage you take by this total. Once you use this benefit, you can't use it again until you finish a Short Rest|XPHB|Short or Long Rest|XPHB.

*Source: ABH*",ABH,feat;abh
